textID,text,selected_text,sentiment
"09ad12cc5c","discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow","hopefully",positive
"251aa82551","Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/","Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/",neutral
"8e0a0ffbe1","just got home from work.... and is chugging down a big bottle of apple juice.","just got home from work.... and is chugging down a big bottle of apple juice.",neutral
"799f65f193"," Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed","g harmed",negative
"d06582e26d","writing report cards  soooo tired but what an amazing day. check it out on fb soon!","what an amazing day.",positive
"dbe1d16b29"," it was only once for my big brother...and I`m done now","it was only once for my big brother...and I`m done now",neutral
"7809dd704a","good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn","good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn",neutral
"97334eb7c0","Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning","Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning",positive
"e1546f901a","FTSK and Mercy Mercedes were amazing tonight.. as always","were amazing tonight..",positive
"2ece7f3810","  hope he is ok!","hope",positive
"ba309a37d1","can`t school just be done already? it hurts too much... seeing him every day","it hurts too much...",positive
"84ca20505a","I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?","I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",neutral
"de8c4c410d"," Hell Yeah!","Hell Yeah!",neutral
"e33d5ceea2"," HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?","HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?",neutral
"394881b7d0"," i know!!","i know!!",neutral
"52d8be9124"," huh what the ****? Smelly? Noooo. I love alex Vixon","huh what the ****? Smelly? Noooo. I love alex Vixon",neutral
"dabe649ee3","Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara","GREAT",positive
"2a5bb8d827"," Happy b-day! Just woke up on this side of Earth, so wishes are bit late","Happy b-day!",positive
"dbbbbe6059","thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD","thank",positive
"894e188d01","HAPPY MOTHERS DAY.!","HAPPY",positive
"a91ca2ffae"," *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?","glad",positive
"89d5b3f0b5","  Thanks","Thanks",positive
"fe0abe1754","twittering after 2 days!","twittering after 2 days!",neutral
"1b6380b1b3","Getting ready for week  Its too nice today to be stuck inside working!","Its too nice",positive
"02c004bc2d","I am tres depressed","depressed",negative
"b4d5f1e13e","Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.","sick.",negative
"80481307d5","Happy Mothers Day people. i love my mom a lot still","Happy Mothers Day people. i love my mom a lot still",positive
"05a0e60f99"," I`m sorry to hear that.","sorry",negative
"e3cc598980"," That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",", he was soooo friendly.",positive
"a2cf6cc397"," it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!","happy",positive
"53e78f3f89","Is getting the hang of Twitter.","Is getting the hang of Twitter.",neutral
"ba83f744d8","You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...","You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...",negative
"2dd0cddb70","I want it BACK NOW!: http://bit.ly/PP1WZ","I want it BACK NOW!:",neutral
"e3a1b65ef3","Going to miss my roomie ... We will no longer be roomies starting tomorrow","miss",negative
"7ae37ef593","bathing with two little angels, Keyla and Janice.","bathing with two little angels, Keyla and Janice.",neutral
"73fa7068a2"," Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe","chocked",negative
"f5b15be6f6"," HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is","HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is",neutral
"68bda81bb9","Family is here,hanging with them","Family is here,hanging with them",neutral
"59e77db781","Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!",".it`s gorgeous out!",positive
"e3731b6ce8"," what`s goin on hun?  I`m worried about you","m worried",negative
"b09362ee8e"," Im not bannished... but I am at work till 6","Im not bannished.",negative
"c4f9792d55"," Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.","Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",neutral
"20d4300a14"," red top tabloids, build em up, knock em down","red top tabloids, build em up, knock em down",neutral
"7b69f49c42","tonight in party w/ my girls (minus vita)","tonight in party w/ my girls (minus vita)",positive
"519a5d3be7","  why not now you made me sad I thought you`d be jumping for joy","why not now you made me sad I thought you`d be jumping for joy",neutral
"aa97eca66f"," Simple my a#@","Simple my a#@",neutral
"d3230b7cfd","The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now","The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",neutral
"294df18b9f"," I saw the play of it here, it was amazing","amazing",positive
"e5e2d9d1f3"," _ i am glad to break my twitter virginity with you two.","glad",positive
"b7a9ba95d0","Dinner with the fam... I have missed them","I have missed them",negative
"6943d0f480","_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.","_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral
"9e047ed52a","Hell yeah Kellynn got a Twitter. Finally.","Hell yeah Kellynn got a Twitter. Finally.",neutral
"a54d3c2825"," I know   It was worth a shot, though!","as wort",positive
"5b578d0b4c","Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better","better",positive
"c4ab28566e","Ship. I`m stuck.","Ship. I`m stuck.",negative
"162a2510d2","DUSTBIN BABY ON AT 11.30 Cannot wait  x","Cannot wait",positive
"c25871ec9e"," Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x","shame",negative
"fdb77c3752","","",neutral
"ddd4dd7be4","It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters","It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters",neutral
"d2af698d65","Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.","Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery",neutral
"1594011c6d","Laying in bed til workkk... Oh the life. Definitely pinched a nerve.","Definitely pinched a nerve.",negative
"bb61a7094b","today is a busy day. exhausting!","exhausting!",negative
"454ea2153b"," I was going to go on Sunday, but now I`ve got too much going on that weekend","I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral
"b5dd587dd2"," Sorry to hear ur flight got cancelled  that blows!!!","Sorry",negative
"e5160216a5","ohh my tooth is hurts ohh  im sad it very hurts","im sad it very hurts",negative
"ea3320d696","Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love","Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive
"5680a0b488"," u think u have bills Ha!Ii just finished paying mine that`s y I`m broke","I`m broke",negative
"ed6c2e4824"," Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!","Not sure it didn`t say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!",neutral
"a8f2acd515","sore throat. Planning the TET outing to Marwell though...good times","sore throat. Planning the TET outing to Marwell though...good times",neutral
"e9f7f78cfa","mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus","it was amazin",positive
"4c71b5fb91","2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing","now a migraine.",negative
"be8544ffb1"," There!","There!",neutral
"0404648e1c","?sucks!?..","?sucks!?..",negative
"e136c0f2af"," whens the sway sway winner announced?","whens the sway sway winner announced?",neutral
"032e865dc7"," K will check it out...","K will check it out...",neutral
"d723ea3299"," doing pretty well, up and wide awake","doing pretty well,",positive
"3d208b8e59","i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!","i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",neutral
"f1f5e8edfa","I Miss Daddy and Mommy","I Miss Daddy and Mommy",negative
"51f4502988","My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.","officially depressed",negative
"728c29215f","I just realized that I can`t forward text msgs with my iPhone.","I just realized that I can`t forward text msgs with my iPhone.",neutral
"c9091836ce","My frist post... Off to find a new car for my parents, exciting!","exciting!",positive
"9668542b2a","Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!","That sucks!",negative
"cd5d081760","seriously bored without anyone to talk to... but not tired enough for sleep","bored",negative
"061eb4c0de"," I am lost. Please help me find a good home.","I am lost.",negative
"c20cb786c4","It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38","It`s a Peter & Gordon morning  -> And I, go to pieces and I wanna hide / Go to pieces and I almost die / Ever... ? http://blip.fm/~5yk38",neutral
"7733e8541a","Ok so I`ve now got a bit of a bad back after lifting all drum hardware into my car   downer.","bad",negative
"58eda20efc"," LMAO... Smh!  that one threw me off.","LMAO... Smh!  that one threw me off",neutral
"2f5c77dfb3"," oh nice going!","oh nice going!",positive
"4646623c1d","Is getting ready for work... Working all weekend","Is getting ready for work... Working all weekend",neutral
"a97db072ed","Gonna celebrate Mothers Day with the family but gonna start the partying tonite","partying",positive
"f3117413cc"," i agree with you!","i agree with you!",positive
"59cb0c3a14"," I only do computers. Am hopeless at everything else","Am hopeless at everything else",negative
"322b61740c","90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol","perfect ma",positive
"7179c215a7","_2nd aww thanks!","thanks!",positive
"1f581d48bc"," Sorry RB is on PS3 for me","Sorry",negative
"c42982a22d","I saw amazing heeels. But they were too big","I saw amazing heeels. But they were too big",neutral
"9191e574bb","I just stuck my finger down my throat and there are a bunch of bumps on my tongue & throat.","stuck",negative
"f4e428e4b3","dang last url went down  ? http://blip.fm/~7aigm","dang",negative
"1ee0b44db0"," ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, **** time difference","i missed all ur tweets",negative
"4095d52d2d"," Damnit all. That sucks.  You were one of the ones I thought I`d drag back lol","Damnit all. That sucks.",negative
"4491189459"," my boss. She`s moving to NYC","my boss. She`s moving to NYC",neutral
"e8be898842","this is sooo crazy i have fever..","this is sooo crazy",negative
"9b388b2cd9","is spending her Saturday morning taking notes for a research essay because some stupid **** recalled the book I`m using. Not fair","some stupid ****",negative
"3d1238a2f0","I think i need some new friends","I think i need some new friends",neutral
"98ff5a440e"," Looking forward to your gig in Ireland!!!  See ya there!","Looking forward to your gig in Ireland!!!  See ya there!",neutral
"b94aaf845e","Please Review Sunehre Ad Placement  http://tinyurl.com/oow6mk","Please Re",positive
"95d0ad2e17","aww  you loooove me","aww  you loooove me",positive
"b8e58e1a21","is hungry, twitter.  i want food. </3","is hungry, twitter.  i want food.",neutral
"39923bb286","awesome lucky you","awesome lucky you",positive
"b751f39570"," yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   haha","yea, i should know.. but tell me EVERYTHING!  ps: send me direct messages telling..   ha",neutral
"c1b915d1d5"," haha im jewish, i love that one","love",positive
"f38f53fbde","had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!","had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!",neutral
"c2a17084e9"," l`m on 3 days too matt. No fun this weekend.","No fun",negative
"3848e03ac5"," u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u","u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for",neutral
"356ad29589"," I feel your pain. Mine is the same way","I feel your pain.",negative
"3696d1db81","comes home in two days","comes home in two days",neutral
"81e6c0ac2d"," Sadly no. It didn`t come with one...","Sadly",negative
"12cfc10225","Cant wait to see my boy tomorrow","Cant wait",positive
"9f51c335d0"," ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.","ehhh no. just a check up. I have a dentist app next week though. getting my molar pulled/root canal.",neutral
"81e29d1a0b"," aww I miss driving down elmwood","aww I miss driving",negative
"3773846bc3","Omg Wango Tango was **** AWSOME! I love my baby for taking me","Omg Wango Tango was **** AWSOME! I love my baby for taking me",positive
"6f3818a39e","Version 2 of our live, interactive Trans-Siberian ticket planner is launched: http://tinyurl.com/c5ljwm - its very cool","its very cool",positive
"2e6ee964a4","_30439 I really wish I could go!","wish",positive
"759b899f29"," yeah real hard, but I know you`ll get by with it... smile","yeah real hard, but I know you`ll get by with it... smile",neutral
"12da1098a2"," I`m 25 in december that`s not good at all next big birthday is 30  after 21 it flys by for sure","that`s not good",negative
"38e44e0f32","  This has made my night!!  Way too funny!!","This has made my night!!  Way too funny!",positive
"b534d768ca","Woo CAVS.  Happy Mother`s Day!","Happy",positive
"c422db675c"," I make that same face when I get home and your mom is watching soaps.","I make that same face when I get home and your mom is watching soaps.",neutral
"a34bf825fc","I have to go to work now.","I have to go to work now.",neutral
"dbc45af041"," I can`t believe you went and got boba without me.","I can`t believe you went and got boba without me.",neutral
"018c0cf1f9","  And to you too, how are you today?","And to you too, how are you today?",neutral
"7e820f005a"," Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.","Thanks",positive
"e839d6a472","19 days and counting","19 days and counting",neutral
"a210eda5c9"," sorry  friends - I`m swamped with deadlines right now and we have family visiting to boot! No charades for me.","sorry  friends",negative
"47990d2312","BRAINFREEZE","BRAINFREEZE",neutral
"340600d483","Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit","Just discovered a shortcoming of Gravity. When you use Twitpic (integrated) it doesn`t subtract the pic URL from the 140 character limit",neutral
"5fcf7bd80c","My sunburn is peeling,","My sunburn is peeling,",negative
"9e964bdfda","perky purple nail polish isn`t as perky when its chipped","perky purple nail polish isn`t as perky when its chipped",neutral
"3d635198c2","http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.","http://twitpic.com/4sx96 - before they put a CAMERA in the smokers pit.  i can no longer vandalize that door, without being caught.",neutral
"bba9d463f4","Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...","I don`t have no one to cuddle with..",negative
"54a62c239a","I hate the dentist","hate",negative
"ebc8565a98"," nothing aimed at you, just joining in...sorry",".sorry",negative
"cf888f0df3","I`m taking a twitter break. Cell is dying","dying",negative
"0456aab9bb"," qood morninq","qood morninq",neutral
"85b2dbf969","writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.","writing my english original writing storyyyyy. and listening to `a little respect` by erasure  aaaaaah.",neutral
"30dd327860","needs more followers","needs more followers",neutral
"4c8d61cfd0","I wish I could get my nails done  stupid job","stupid job",negative
"ef200df027","The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form aww  http://twitpic.com/67aim","The little wormy from labyrinth sadly passed away today but its ok as hes still around in a happy ghost form",neutral
"bd0fa6cebd"," the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.","the 'no pants' idea could be the new attempt world-wide to attract business back to the airlines.",neutral
"2c80b2043e"," Have a good one","Have a good on",positive
"1ecbc820d1"," yep infact she is popular, miss india 99, talented film actress .... and lot more","she is popular,",positive
"02e569bee0","Dosen`t Want To Go To Work Tomorrow","Dosen`t Want To",negative
"f6f3b8b7a4","Daniel has won DSDS. His voice is great.","His voice is great.",positive
"41f4eb92b9","[-O] i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.. http://tinyurl.com/p6lfch","i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.",neutral
"7a341d71fe","was hoping to go to Red Lobster this weekend","was hoping to go to Red Lobster this weekend",neutral
"0ddd346323","_x_ATL u mean jack barakat`s?! wow so have u ever gone to his house? Hehe i mean ur ssoo lucky to have the address!","lucky",positive
"38a6cb940a","I sure do hope it becomes 4:20 this afternoon ...","I sure do hope",positive
"a0f446e1bf"," it means that you are now FAMOUS. Congrats!","Congrats!",positive
"db0db7f325","My phone passed away yesterday.. He jumped off the table  Searching for a new phone...","passed away",negative
"123fa2ef14","I have such fantastic friends, including several ones met through here! thanks for being in my life - you are such amazing people!","you are such amazing people!",positive
"8ebbcfcfd1","tamlyn wishes she was as cool as my sock draw","cool",positive
"47c5298bb9"," so no rice or crusty bread with the chili .... aawww","so no rice or crusty bread with the chili .... aawww",neutral
"38c25280f1","  We are of like minds this evening , my dear!","We are of like minds this evening , my dear!",neutral
"f83634c7f2","come and save me from my packing please?!","come and save me from my packing please?!",neutral
"301f7824f5","Yes, I love tea. If that makes me typically English then so be it","Yes, I love tea.",positive
"715e081e22"," a mouth for sure","a mouth for sure",positive
"5459ddc56e","_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend","I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend",neutral
"e8f99c2de0"," pancakes!! with lemon and sugar thanks!","thanks!",positive
"b53d8f2b09"," Si, no bueno  I guess I just don`t entertain him :/","s I just don`t entertain him :/",negative
"71dddc0dff","I`m so hunrgy right now and these heels kill me I can hardly walk in them","kill me",negative
"ca57a8830c","both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology","both electronic keys stopped working. there is no keyhole!",negative
"0f0a1d8c75"," Yay, three followers! Good to know more than one person in this big wide world likes fishies.","Good",positive
"187745f502","'my name is Tony!!!!!! ...not hey!!!!' -  poor tony","poor tony",negative
"a78ef3e0d0","Goodmorning","Goodmorning",positive
"5010f92b03","Took a shift tomorrow.    I don`t really feel like working right now.","I don`t really feel like",negative
"1a88179ebb"," I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too .","I love mine, too . happy motherï¿½s day to your mom , John Taylor  . much love to you, too",positive
"625feab260","Saw a black snake in the garden.  Went back for a picture and it was gone","Saw a black snake in the garden.  Went back for a picture and it was gone",neutral
"45b0430eb9","http://twitpic.com/4wukt - We bought Ludi her own rug. Dogs are the best","best",positive
"86462cc997","No waterfront anymore   faccia luna and clarendon will have to do","No waterfront anymore",negative
"b499204c32","loves her mum very much! Happy Mothers Day to all the wonderful mothers out there","loves her mum very much! Happy Mothers Day to all the wonderful mothers out there",positive
"60d0bb5840","Slipped up and caught the flu  feeling like poop!","feeling like poop!",negative
"a52203dd88","i have an urge to play wow but i have to wait 2 weeks til im at my dads! 5+47DAYS TIL MCFLY, im so excited  (L)","excited",positive
"e8770f1c78","Ok ... the passengers ... no one is alive ... they`re all dead ... you just don`t know it til the end ... then you cry ...","then you cry ...",negative
"4016e4cf72","Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.","Discovered  and  are sharing on G reader with me and didn`t even know it. Sigh.... I`m such a G reader newb.",neutral
"4dc7327dd8","is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has","is chilled out tonite, so cannot spew venom or write funny. Seems like these are the only 2 styles she has",neutral
"f5c5fbc40b"," If u do, please pray 4 me.  Lord knows I need it.","If u do, please pray 4 me.  Lord knows I need it.",neutral
"124e448e00","aaaaaw i want to live in the USA","aaaaaw i want to live in the USA",neutral
"641db1b766","Morning tweeple","Morning tweeple",positive
"7286b251ca"," Hey, I didn`t get any !!!","Hey, I didn`t get any !!!",neutral
"4a704b77f2"," Now you only have 2 hours to sleep...  - Rest if you need it.","- Rest if you need it.",positive
"d046aa63bc","  That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!","That makes my day so much better, it`s been a rough one. Did I mention I love the new photo!",neutral
"8a4740ee53","I don`t want to sit at home on prom night. Someone hang out with me","I don`t want to sit at home",negative
"d66f920dbd","Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with","wishing",positive
"64f91449b7","concert tonight  chackin out and not coming tomorrow!","concert tonight  chackin out and not coming tomorrow!",neutral
"53dc5649da"," what happened? I thought you were coming back today....","what happened? I thought you were coming back today....",neutral
"f2f7763cfd"," lol dammit  well then next time then","dammit",negative
"2abfe0decb"," lol. just don`t ever forget me","lol.",positive
"7a7228dc2e"," Still jealous","Still jealous",negative
"754ebd84b4","http://twitpic.com/67qv3 - Me at Forever 21  Ethan couldn`t be there","Me at Forever 21  Ethan couldn`t be there",negative
"fba4c01756","NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(","SAD",negative
"0888304834","this week of mine was not easy!  but finally it`s over! (:","not easy!",negative
"88d8e96213","   Wow what a beautiful picture... and by the way....I am straight....just wanted to let you know!!!     Bella","Wow what a beautiful pictur",positive
"38b762e325","In Arch. Drawing. Checking out MVCC`s CAD degree. Looks good to me","Looks good",positive
"94e82d1574"," 'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....","'there are people and then there are pencils' some are sharp, some are not and some can be sharpened  my pencil philosophy.....",neutral
"c10f52f160","just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!","just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",neutral
"7e66ca1a42"," but you always have lee. Let`s go to Paris","but you always have lee. Let`s go to Paris",neutral
"697887b4a1"," you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!","a nice",positive
"1a1c392802","cooking with my dad  having lots of fun in the kitchen together","having lots of fun",positive
"95b9338e05","Bouncing Rush makes me feel nauseous","Bouncing Rush makes me feel nauseous",negative
"b0b24ed515","Off to Woolsery this morning to (hopefully) see North Molton U16 clinch the North Devon League title. Lovely day for it","Lovely day for it",positive
"d31f708485","playing singstar without my fave duetter","playing singstar without my fave duetter",negative
"200f31449b","  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.","i like",positive
